step,node,dim,value
0,http://node1:8000,0,0.21583291474152158
0,http://node1:8000,1,0.10191783743278104
0,http://node1:8000,2,0.13893259236577124
0,http://node1:8000,3,-0.8801913438190409
0,http://node2:8000,0,-0.532511603307508
0,http://node2:8000,1,0.006302680786661186
0,http://node2:8000,2,0.32989648437831043
0,http://node2:8000,3,-1.5000620543683478
0,http://node3:8000,0,0.8964009735221059
0,http://node3:8000,1,-1.825570394994553
0,http://node3:8000,2,-0.43610981714247193
0,http://node3:8000,3,0.04041304977156457
1,http://node1:8000,0,0.38909306697320256
1,http://node1:8000,1,-0.28167510301003185
1,http://node1:8000,2,-0.05990323925393651
1,http://node1:8000,3,-0.7946504402751444
1,http://node2:8000,0,-0.3464630018606057
1,http://node2:8000,1,-0.05646244145458974
1,http://node2:8000,2,0.45373723320773746
1,http://node2:8000,3,-1.2002088089332574
1,http://node3:8000,0,0.14979766909894976
1,http://node3:8000,1,-1.1450781697377073
1,http://node3:8000,2,-0.5883476587236853
1,http://node3:8000,3,0.28042887657955434
2,http://node1:8000,0,0.36417769158332985
2,http://node1:8000,1,0.00707568810449144
2,http://node1:8000,2,0.23733514414056753
2,http://node1:8000,3,-0.7298125573582218
2,http://node2:8000,0,-0.3873141817501766
2,http://node2:8000,1,0.017312202893422446
2,http://node2:8000,2,0.42029837029756056
2,http://node2:8000,3,-0.48869039857604646
2,http://node3:8000,0,-0.2150830713943584
2,http://node3:8000,1,-0.6069083409535083
2,http://node3:8000,2,-0.462380884928287
2,http://node3:8000,3,0.3206204552674823
3,http://node1:8000,0,0.33024381357418026
3,http://node1:8000,1,-0.09981042974697597
3,http://node1:8000,2,0.008610327144455532
3,http://node1:8000,3,-0.6081210680925278
3,http://node2:8000,0,-0.3036368426448458
3,http://node2:8000,1,-0.005038944964081707
3,http://node2:8000,2,0.4992566827773598
3,http://node2:8000,3,-0.4888836282370778
3,http://node3:8000,0,-0.009230452743168055
3,http://node3:8000,1,-0.36839322368235805
3,http://node3:8000,2,-0.44873740361847003
3,http://node3:8000,3,0.11435115298992621
4,http://node1:8000,0,0.27688547308857764
4,http://node1:8000,1,-0.1814077800331466
4,http://node1:8000,2,-0.15050131712204987
4,http://node1:8000,3,-0.5406254146116177
4,http://node2:8000,0,-0.24965305944908397
4,http://node2:8000,1,-0.04270925081957077
4,http://node2:8000,2,0.3741239744245475
4,http://node2:8000,3,-0.17488025964207532
4,http://node3:8000,0,0.13974947312069197
4,http://node3:8000,1,-0.21715537831677004
4,http://node3:8000,2,-0.46077617806558063
4,http://node3:8000,3,-0.007697036144750119
5,http://node1:8000,0,0.21330193342288273
5,http://node1:8000,1,-0.15405738803769214
5,http://node1:8000,2,-0.2234149068757795
5,http://node1:8000,3,-0.4563588120857372
5,http://node2:8000,0,-0.08547306313296651
5,http://node2:8000,1,0.06340537465915436
5,http://node2:8000,2,0.29928086900930645
5,http://node2:8000,3,-0.17762517436228079
5,http://node3:8000,0,0.2064009085449445
5,http://node3:8000,1,-0.09862544417228473
5,http://node3:8000,2,-0.39996407842382786
5,http://node3:8000,3,-0.027539053577340496
6,http://node1:8000,0,0.19782660837638483
6,http://node1:8000,1,-0.2235842622883235
6,http://node1:8000,2,-0.05044360222908251
6,http://node1:8000,3,-0.3693676220587685
6,http://node2:8000,0,-0.01123493622630499
6,http://node2:8000,1,0.09559943348349079
6,http://node2:8000,2,0.24086802686046008
6,http://node2:8000,3,-0.20148231815490103
6,http://node3:8000,0,0.01213010727511174
6,http://node3:8000,1,-0.09759678697206467
6,http://node3:8000,2,-0.2568865411670066
6,http://node3:8000,3,-0.03688046558003143
7,http://node1:8000,0,0.12097745584994776
7,http://node1:8000,1,-0.22462539617200394
7,http://node1:8000,2,-0.09773203473721268
7,http://node1:8000,3,-0.28799266544570373
7,http://node2:8000,0,-0.01816560302569543
7,http://node2:8000,1,0.017784655057871163
7,http://node2:8000,2,0.19360793431764228
7,http://node2:8000,3,-0.07950137584641477
7,http://node3:8000,0,-0.0640136979833534
7,http://node3:8000,1,-0.09316242253480277
7,http://node3:8000,2,-0.2938174708893172
7,http://node3:8000,3,-0.06655592039906624
8,http://node1:8000,0,0.06658111139014342
8,http://node1:8000,1,-0.18285574644422448
8,http://node1:8000,2,-0.11404991560480353
8,http://node1:8000,3,-0.23215279613392917
8,http://node2:8000,0,-0.03594433137914095
8,http://node2:8000,1,-0.0028347596165864616
8,http://node2:8000,2,0.24872894809258655
8,http://node2:8000,3,-0.031271855057407275
8,http://node3:8000,0,-0.11825513463448262
8,http://node3:8000,1,-0.06731695665452253
8,http://node3:8000,2,-0.2913218498425884
8,http://node3:8000,3,-0.08464147878396183
9,http://node1:8000,0,0.08661868115740062
9,http://node1:8000,1,-0.1711792699832484
9,http://node1:8000,2,-0.02157730813332126
9,http://node1:8000,3,-0.2132021599252845
9,http://node2:8000,0,-0.008228167630330081
9,http://node2:8000,1,0.05690344994742943
9,http://node2:8000,2,0.1800100266859817
9,http://node2:8000,3,-0.06642864732948932
9,http://node3:8000,0,-0.14678300219835605
9,http://node3:8000,1,-0.010347500997564756
9,http://node3:8000,2,-0.17871242390647296
9,http://node3:8000,3,-0.12141617419392972
10,http://node1:8000,0,0.13559735960894065
10,http://node1:8000,1,-0.13320584447067918
10,http://node1:8000,2,-0.0019950115120103834
10,http://node1:8000,3,-0.13584807219138006
10,http://node2:8000,0,0.042430020754443944
10,http://node2:8000,1,-0.004142163814715945
10,http://node2:8000,2,0.15183004126690913
10,http://node2:8000,3,-0.011470529620160125
10,http://node3:8000,0,-0.12924261683778987
10,http://node3:8000,1,0.022918908079878918
10,http://node3:8000,2,-0.11259021184350614
10,http://node3:8000,3,-0.15118598253580326
11,http://node1:8000,0,0.1571760902171541
11,http://node1:8000,1,-0.12128926233917206
11,http://node1:8000,2,-0.0026532543659644374
11,http://node1:8000,3,-0.08590235421814102
11,http://node2:8000,0,0.07873466685377697
11,http://node2:8000,1,-0.03947368631486716
11,http://node2:8000,2,0.1356699283083059
11,http://node2:8000,3,0.003927442030101289
11,http://node3:8000,0,-0.09919553631775921
11,http://node3:8000,1,0.03398880287338045
11,http://node3:8000,2,-0.07794550523229313
11,http://node3:8000,3,-0.17178250210718865
12,http://node1:8000,0,0.09228885251107592
12,http://node1:8000,1,-0.10750218760986319
12,http://node1:8000,2,0.04137776209709948
12,http://node1:8000,3,-0.09908835477903064
12,http://node2:8000,0,0.011541448904403909
12,http://node2:8000,1,-0.02254561737752635
12,http://node2:8000,2,0.14269769490322373
12,http://node2:8000,3,0.005857111829667286
12,http://node3:8000,0,-0.0723619719056587
12,http://node3:8000,1,0.03141194324238142
12,http://node3:8000,2,-0.06332857619335139
12,http://node3:8000,3,-0.18387716595628695
13,http://node1:8000,0,0.05512412803319779
13,http://node1:8000,1,-0.09807865568784198
13,http://node1:8000,2,0.04971242259468249
13,http://node1:8000,3,-0.11182384551636114
13,http://node2:8000,0,0.005438573868999995
13,http://node2:8000,1,0.021767253453152887
13,http://node2:8000,2,0.10180698230917931
13,http://node2:8000,3,-0.017645504597327714
13,http://node3:8000,0,-0.05394490856554593
13,http://node3:8000,1,0.023124221393964226
13,http://node3:8000,2,-0.06002640201512802
13,http://node3:8000,3,-0.18958670675404737
14,http://node1:8000,0,0.022266704946042506
14,http://node1:8000,1,-0.07856561796327102
14,http://node1:8000,2,0.0119500126833008
14,http://node1:8000,3,-0.08920910201572813
14,http://node2:8000,0,0.006889106082560579
14,http://node2:8000,1,0.034441655685593195
14,http://node2:8000,2,0.07264370320447691
14,http://node2:8000,3,-0.03737047015942693
14,http://node3:8000,0,-0.04856731892046425
14,http://node3:8000,1,0.014927489890981303
14,http://node3:8000,2,-0.0906382777639089
14,http://node3:8000,3,-0.13490639657804593
15,http://node1:8000,0,0.055099942267387125
15,http://node1:8000,1,-0.08558253040309319
15,http://node1:8000,2,0.017853979398082358
15,http://node1:8000,3,-0.05766924575137068
15,http://node2:8000,0,0.02973818810313101
15,http://node2:8000,1,-0.008225164444039833
15,http://node2:8000,2,0.08125745431189146
15,http://node2:8000,3,-0.021821728710067365
15,http://node3:8000,0,-0.01334163424269516
15,http://node3:8000,1,1.2448752445584979e-05
15,http://node3:8000,2,-0.07654021992475064
15,http://node3:8000,3,-0.09659029486131146
16,http://node1:8000,0,0.022250943462356454
16,http://node1:8000,1,-0.06918689281258537
16,http://node1:8000,2,0.0017991773901741039
16,http://node1:8000,3,-0.05636581989975013
16,http://node2:8000,0,0.03182718151868541
16,http://node2:8000,1,-0.030925981695774384
16,http://node2:8000,2,0.08132466911695085
16,http://node2:8000,3,-0.009730825557805762
16,http://node3:8000,0,-0.02509033954821772
16,http://node3:8000,1,-0.0003298731469637168
16,http://node3:8000,2,-0.08502672484765236
16,http://node3:8000,3,-0.06279534879881432
17,http://node1:8000,0,0.020750920488877295
17,http://node1:8000,1,-0.057297780120567396
17,http://node1:8000,2,0.01309510297168392
17,http://node1:8000,3,-0.06217424056483825
17,http://node2:8000,0,0.03340607036861532
17,http://node2:8000,1,-0.04564650631718681
17,http://node2:8000,2,0.07213292221399716
17,http://node2:8000,3,0.004646027134310792
17,http://node3:8000,0,-0.030636004813668336
17,http://node3:8000,1,0.004179301196400323
17,http://node3:8000,2,-0.08327264752307714
17,http://node3:8000,3,-0.046603952643386015
18,http://node1:8000,0,0.018257182793832066
18,http://node1:8000,1,-0.051977000769414916
18,http://node1:8000,2,0.017036619553503524
18,http://node1:8000,3,-0.06545010700764733
18,http://node2:8000,0,0.019935455758375152
18,http://node2:8000,1,-0.02546767461890796
18,http://node2:8000,2,0.07583001888167208
18,http://node2:8000,3,0.004539782380318866
18,http://node3:8000,0,-0.03691566997494492
18,http://node3:8000,1,0.007168532801958337
18,http://node3:8000,2,-0.05194786768689507
18,http://node3:8000,3,-0.05728112006961922
19,http://node1:8000,0,0.03522885503282475
19,http://node1:8000,1,-0.04770217091518339
19,http://node1:8000,2,0.015757133616152604
19,http://node1:8000,3,-0.041489092107397194
19,http://node2:8000,0,0.028911584728727777
19,http://node2:8000,1,-0.034185467448428555
19,http://node2:8000,2,0.06507845515394288
19,http://node2:8000,3,0.008674834849449725
19,http://node3:8000,0,-0.014393603135819319
19,http://node3:8000,1,0.0048601247061403445
19,http://node3:8000,2,-0.052283346509390635
19,http://node3:8000,3,-0.024963840438118202
20,http://node1:8000,0,0.009041708650091965
20,http://node1:8000,1,-0.031283549302945066
20,http://node1:8000,2,0.0063493486437206734
20,http://node1:8000,3,-0.046306760169201176
20,http://node2:8000,0,0.01046684385927147
20,http://node2:8000,1,-0.003576446328497209
20,http://node2:8000,2,0.04954757817868075
20,http://node2:8000,3,-0.00045980418741354244
20,http://node3:8000,0,-0.018157516648438107
20,http://node3:8000,1,0.0016155884137383932
20,http://node3:8000,2,-0.057134058772443166
20,http://node3:8000,3,-0.015595255050545414
21,http://node1:8000,0,0.010413683848804776
21,http://node1:8000,1,-0.03138903047964934
21,http://node1:8000,2,0.00857374748299374
21,http://node1:8000,3,-0.04538585640749793
21,http://node2:8000,0,0.012910466033002808
21,http://node2:8000,1,-0.016798040085811258
21,http://node2:8000,2,0.037710882339146726
21,http://node2:8000,3,0.00972335780599147
21,http://node3:8000,0,-0.017442203801865133
21,http://node3:8000,1,0.0021698695837955857
21,http://node3:8000,2,-0.05550158689178734
21,http://node3:8000,3,-0.01621696171143612
22,http://node1:8000,0,-0.001616787127272843
22,http://node1:8000,1,-0.019522894122232785
22,http://node1:8000,2,0.002224630792109816
22,http://node1:8000,3,-0.04056254270880432
22,http://node2:8000,0,0.01453696361804731
22,http://node2:8000,1,-0.025831582665651526
22,http://node2:8000,2,0.0295370722337372
22,http://node2:8000,3,0.016322741283346556
22,http://node3:8000,0,-0.016597684680512002
22,http://node3:8000,1,0.002297645372027108
22,http://node3:8000,2,-0.0546314212282555
22,http://node3:8000,3,-0.015995006428552706
23,http://node1:8000,0,-0.009363179000004962
23,http://node1:8000,1,-0.00841694935249134
23,http://node1:8000,2,0.0007814794614976149
23,http://node1:8000,3,-0.03764909112978423
23,http://node2:8000,0,0.015441965617907406
23,http://node2:8000,1,-0.03198759512872972
23,http://node2:8000,2,0.023780308091534145
23,http://node2:8000,3,0.020709032516213317
23,http://node3:8000,0,-0.02209796383508382
23,http://node3:8000,1,0.004474547300924335
23,http://node3:8000,2,-0.031598186849596435
23,http://node3:8000,3,-0.02363557886912512
24,http://node1:8000,0,-0.014238730263375517
24,http://node1:8000,1,0.0012584858084061928
24,http://node1:8000,2,0.0018198123473491036
24,http://node1:8000,3,-0.03590650485566244
24,http://node2:8000,0,0.016291455816412982
24,http://node2:8000,1,-0.02338343294686611
24,http://node2:8000,2,0.027088772296506143
24,http://node2:8000,3,0.013151845167957218
24,http://node3:8000,0,-0.015805148846466693
24,http://node3:8000,1,0.004741950654483264
24,http://node3:8000,2,-0.030132470260370928
24,http://node3:8000,3,-0.02520327975585452
25,http://node1:8000,0,-0.01798282844735754
25,http://node1:8000,1,0.004919716571095732
25,http://node1:8000,2,0.0010733580782607483
25,http://node1:8000,3,-0.03374289669200131
25,http://node2:8000,0,0.017831876830057974
25,http://node2:8000,1,-0.025571649337962046
25,http://node2:8000,2,0.024055179086588347
25,http://node2:8000,3,0.01258789667015132
25,http://node3:8000,0,-0.00912695491993671
25,http://node3:8000,1,0.004370586020894132
25,http://node3:8000,2,-0.027029691652113
25,http://node3:8000,3,-0.0273695289718004
26,http://node1:8000,0,-0.020282866804936198
26,http://node1:8000,1,0.007516589635658108
26,http://node1:8000,2,0.0017205215753210447
26,http://node1:8000,3,-0.032399041802125814
26,http://node2:8000,0,0.005270566764470021
26,http://node2:8000,1,-0.007906107124323165
26,http://node2:8000,2,0.018131633000819623
26,http://node2:8000,3,0.009308639676756497
26,http://node3:8000,0,-0.0066028654826023525
26,http://node3:8000,1,0.004179298476257097
26,http://node3:8000,2,-0.025445881866956153
26,http://node3:8000,3,-0.008673803889468978
27,http://node1:8000,0,-0.006685184387095304
27,http://node1:8000,1,-0.0022982511185785266
27,http://node1:8000,2,-0.0034730732081138765
27,http://node1:8000,3,-0.02385287134984322
27,http://node2:8000,0,0.0012292330274831084
27,http://node2:8000,1,0.0005364734037312958
27,http://node2:8000,2,0.011651396888977386
27,http://node2:8000,3,0.005282045305468484
27,http://node3:8000,0,-0.00919458388369715
27,http://node3:8000,1,0.0033622405334804728
27,http://node3:8000,2,-0.014547253784199207
27,http://node3:8000,3,-0.012299242899819337
28,http://node1:8000,0,0.0008476665542249432
28,http://node1:8000,1,-0.004056634547554309
28,http://node1:8000,2,-0.0013286157877530438
28,http://node1:8000,3,-0.014818735110402891
28,http://node2:8000,0,0.0002783448812569263
28,http://node2:8000,1,0.00342450314296535
28,http://node2:8000,2,0.006745041719402504
28,http://node2:8000,3,0.0018904958707041948
28,http://node3:8000,0,-0.00833218937580481
28,http://node3:8000,1,0.0032683105162220425
28,http://node3:8000,2,-0.009173627588389185
28,http://node3:8000,3,-0.014595789849614588
29,http://node1:8000,0,-0.0009328528898816003
29,http://node1:8000,1,-0.002915168746113514
29,http://node1:8000,2,-0.0027024490214275993
29,http://node1:8000,3,-0.01032655179235749
29,http://node2:8000,0,0.00026740464948686376
29,http://node2:8000,1,0.003595931188416484
29,http://node2:8000,2,0.0037332370539902315
29,http://node2:8000,3,-0.00042583142595962586
29,http://node3:8000,0,-0.0037795349078512423
29,http://node3:8000,1,0.0016580912988914105
29,http://node3:8000,2,-0.006539274059720342
29,http://node3:8000,3,-0.009293219765565592
